student_id,test_id,correct_answers,total_questions,wrong_answers,date,subject,test_type,test_difficulty,duration_minutes,chapter_coverage,term,max_marks,marks_obtained,percentage,pass_fail,grade
RN0003,T042,9,21,12,23-12-2025,English,Chapter Test,Medium,30,Single Chapter,Term 2,50,21.428571428571427,42.857142857142854,Pass,C2
RN0003,T043,15,21,6,24-12-2025,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0003,T044,8,21,13,29-12-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 2,80,30.476190476190474,38.095238095238095,Pass,D
RN0003,T045,16,21,5,31-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0003,T046,13,21,8,01-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,30.952380952380953,61.904761904761905,Pass,B2
RN0003,T047,9,21,12,06-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,21.428571428571427,42.857142857142854,Pass,C2
RN0003,T048,13,21,8,16-01-2026,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,30.952380952380953,61.904761904761905,Pass,B2
RN0003,T049,9,21,12,19-01-2026,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,21.428571428571427,42.857142857142854,Pass,C2
RN0003,T050,8,21,13,29-01-2026,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,19.047619047619047,38.095238095238095,Pass,D
RN0004,T001,14,21,7,05-06-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0004,T002,5,21,16,11-06-2025,Mathematics,Unit Test,Medium,45,Multi Chapter,Term 1,50,11.904761904761903,23.809523809523807,Fail,E
RN0004,T003,9,21,12,12-06-2025,Mathematics,Unit Test,Medium,45,Single Chapter,Term 1,50,21.428571428571427,42.857142857142854,Pass,C2
RN0004,T004,5,21,16,14-06-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 1,80,19.047619047619047,23.809523809523807,Fail,E
RN0004,T006,6,21,15,19-06-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,14.285714285714285,28.57142857142857,Fail,E
RN0004,T007,5,21,16,25-06-2025,Mathematics,Pre-Board,Hard,60,Full Syllabus,Term 1,80,19.047619047619047,23.809523809523807,Fail,E
RN0004,T008,10,21,11,05-07-2025,Science,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,38.095238095238095,47.61904761904761,Pass,C2
RN0004,T009,7,21,14,07-07-2025,Mathematics,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,26.666666666666664,33.33333333333333,Fail,E
RN0004,T010,8,21,13,13-07-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 1,50,19.047619047619047,38.095238095238095,Pass,D
RN0004,T011,11,21,10,17-07-2025,English,Monthly Test,Hard,45,Multi Chapter,Term 1,50,26.190476190476193,52.38095238095239,Pass,C1
RN0004,T012,3,21,18,22-07-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 1,50,7.142857142857142,14.285714285714285,Fail,E
RN0004,T013,9,21,12,23-07-2025,Science,Revision Test,Hard,60,Multi Chapter,Term 1,50,21.428571428571427,42.857142857142854,Pass,C2
RN0004,T014,10,21,11,01-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
RN0004,T015,6,21,15,04-08-2025,English,Chapter Test,Medium,30,Single Chapter,Term 1,50,14.285714285714285,28.57142857142857,Fail,E
RN0004,T016,7,21,14,07-08-2025,English,Chapter Test,Easy,30,Single Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0004,T017,11,21,10,08-08-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 1,50,26.190476190476193,52.38095238095239,Pass,C1
RN0004,T018,9,21,12,23-08-2025,Mathematics,Monthly Test,Hard,45,Multi Chapter,Term 1,50,21.428571428571427,42.857142857142854,Pass,C2
RN0004,T019,8,21,13,25-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,19.047619047619047,38.095238095238095,Pass,D
RN0004,T020,6,21,15,26-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,14.285714285714285,28.57142857142857,Fail,E
RN0004,T021,4,21,17,27-08-2025,Social,Monthly Test,Medium,45,Multi Chapter,Term 1,50,9.523809523809524,19.047619047619047,Fail,E
RN0004,T022,15,21,6,29-08-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,35.714285714285715,71.42857142857143,Pass,B1
RN0004,T023,8,21,13,30-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,19.047619047619047,38.095238095238095,Pass,D
RN0004,T024,9,21,12,18-09-2025,Social,Unit Test,Medium,45,Single Chapter,Term 1,50,21.428571428571427,42.857142857142854,Pass,C2
RN0004,T025,11,21,10,08-10-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,26.190476190476193,52.38095238095239,Pass,C1
RN0004,T026,7,21,14,09-10-2025,English,Revision Test,Hard,60,Multi Chapter,Term 2,50,16.666666666666664,33.33333333333333,Fail,E
RN0004,T027,9,21,12,13-10-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,21.428571428571427,42.857142857142854,Pass,C2
RN0004,T028,9,21,12,19-10-2025,Mathematics,Revision Test,Hard,60,Multi Chapter,Term 2,50,21.428571428571427,42.857142857142854,Pass,C2
RN0004,T029,7,21,14,27-10-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,16.666666666666664,33.33333333333333,Fail,E
RN0004,T030,10,21,11,30-10-2025,Social,Chapter Test,Medium,30,Single Chapter,Term 2,50,23.809523809523807,47.61904761904761,Pass,C2
RN0004,T031,10,21,11,01-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,23.809523809523807,47.61904761904761,Pass,C2
RN0004,T032,5,21,16,03-11-2025,English,Revision Test,Hard,60,Full Syllabus,Term 2,50,11.904761904761903,23.809523809523807,Fail,E
RN0004,T033,5,21,16,03-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,11.904761904761903,23.809523809523807,Fail,E
RN0004,T034,10,21,11,06-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,23.809523809523807,47.61904761904761,Pass,C2
RN0004,T035,6,21,15,10-11-2025,Science,Revision Test,Hard,60,Full Syllabus,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0004,T036,7,21,14,12-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,16.666666666666664,33.33333333333333,Fail,E
RN0004,T037,12,21,9,15-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0004,T038,7,21,14,20-11-2025,Science,Unit Test,Medium,45,Single Chapter,Term 2,50,16.666666666666664,33.33333333333333,Fail,E
RN0004,T039,7,21,14,21-11-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,16.666666666666664,33.33333333333333,Fail,E
RN0004,T040,6,21,15,27-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0004,T041,8,21,13,08-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,19.047619047619047,38.095238095238095,Pass,D
